booking_id,customer_id,cab_company_name,cab_company_id,driver_id,allocated_vehicle_make_model,vehicle_type,vehicle_seat_capacity,vehicle_colour,cab_current_location_name,cab_current_latitude,cab_current_longitude,distance_from_stadium_km,distance_to_pickup_km,allocation_status,estimated_arrival_to_pickup_min,relative_position_to_pickup,pickup_date,pickup_location_name,pickup_time,pickup_latitude,pickup_longitude,pickup_time_parsed,pickup_datetime
BK04180342,CUST100342,Metro Cabs Brisbane,CAB201,DRV240342,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Black,Auchenflower staging area,-27.475726,152.9941,1.73,2.13,Allocated,6,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,11:05 PM,-27.4657,153.0125,23:05:00,2026-04-18 23:05:00
BK04180343,CUST100343,RiverCity Taxi Network,CAB202,DRV240343,Skoda Superb,Sedan,4,Grey,Brisbane City staging area,-27.466239,153.048922,4.01,3.73,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:35 PM,-27.46672,153.01109,22:35:00,2026-04-18 22:35:00
BK04180344,CUST100344,CityLoop Taxi Service,CAB206,DRV240344,Kia Carnival,Maxi Taxi,7,Blue,South Brisbane staging area,-27.49148,153.040355,4.2,3.99,Allocated,10,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,11:30 PM,-27.46672,153.01109,23:30:00,2026-04-18 23:30:00
BK04180345,CUST100345,EventLink Rides,CAB204,DRV240345,Toyota Camry Hybrid,Sedan,4,Silver,Toowong staging area,-27.477021,152.985428,2.53,1.97,Allocated,6,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:45 PM,-27.46849,153.00298,22:45:00,2026-04-18 22:45:00
BK04180346,CUST100346,RiverCity Taxi Network,CAB202,DRV240346,Kia Carnival,Maxi Taxi,7,Blue,Bardon Edge staging area,-27.46387,152.995179,1.33,1.6,Allocated,5,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:15 PM,-27.46672,153.01109,22:15:00,2026-04-18 22:15:00
BK04180347,CUST100347,Metro Cabs Brisbane,CAB201,DRV240347,Toyota Camry Hybrid,Sedan,4,White,Kelvin Grove staging area,-27.451365,153.016001,1.86,2.1,Allocated,6,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,11:55 PM,-27.46817,153.00639,23:55:00,2026-04-18 23:55:00
BK04180348,CUST100348,Metro Cabs Brisbane,CAB201,DRV240348,Toyota Camry Hybrid,Sedan,4,White,Newmarket Edge staging area,-27.439232,152.981925,4.01,3.71,Allocated,13,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:35 PM,-27.4649,153.00591,22:35:00,2026-04-18 22:35:00
BK04180349,CUST100349,Metro Cabs Brisbane,CAB201,DRV240349,Toyota Kluger,SUV,6,Grey,Milton staging area,-27.466456,153.003939,0.43,0.25,Allocated,3,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:10 PM,-27.46849,153.00298,21:10:00,2026-04-18 21:10:00
BK04180350,CUST100350,CityLoop Taxi Service,CAB206,DRV240350,Hyundai Staria,Maxi Taxi,7,Blue,Milton staging area,-27.466156,153.002975,0.53,0.14,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,09:25 PM,-27.46542,153.00412,21:25:00,2026-04-18 21:25:00
BK04180351,CUST100351,BlueLine Cabs,CAB203,DRV240351,Toyota Corolla Hybrid,Sedan,4,Blue,Newmarket Edge staging area,-27.429587,153.009089,4.12,3.82,Allocated,11,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:35 PM,-27.46392,153.00872,22:35:00,2026-04-18 22:35:00
BK04180352,CUST100352,BlueLine Cabs,CAB203,DRV240352,Kia Sorento,SUV,6,Grey,Paddington staging area,-27.460119,153.006155,0.75,0.53,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:05 PM,-27.4649,153.00591,22:05:00,2026-04-18 22:05:00
BK04180353,CUST100353,NightMove Cabs,CAB205,DRV240353,Toyota RAV4 Hybrid,SUV,4,Black,Red Hill staging area,-27.458916,153.007275,0.86,0.68,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:15 PM,-27.4649,153.00591,23:15:00,2026-04-18 23:15:00
BK04180354,CUST100354,BlueLine Cabs,CAB203,DRV240354,Kia Sorento,SUV,6,Blue,West End staging area,-27.480308,153.001598,1.66,1.43,Allocated,4,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:30 PM,-27.46817,153.00639,23:30:00,2026-04-18 23:30:00
BK04180355,CUST100355,BlueLine Cabs,CAB203,DRV240355,Toyota RAV4 Hybrid,SUV,4,Silver,Bardon Edge staging area,-27.462562,152.989034,1.95,1.52,Allocated,5,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:55 PM,-27.46542,153.00412,22:55:00,2026-04-18 22:55:00
BK04180356,CUST100356,BlueLine Cabs,CAB203,DRV240356,Kia Sorento,SUV,6,Blue,Paddington staging area,-27.456181,153.002527,1.29,1.06,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:45 PM,-27.46392,153.00872,22:45:00,2026-04-18 22:45:00
BK04180357,CUST100357,NightMove Cabs,CAB205,DRV240357,Kia Carnival,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.465276,152.996357,1.18,1.46,Allocated,4,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,11:05 PM,-27.46672,153.01109,23:05:00,2026-04-18 23:05:00
BK04180358,CUST100358,RiverCity Taxi Network,CAB202,DRV240358,Toyota RAV4 Hybrid,SUV,4,Silver,Auchenflower staging area,-27.475364,152.987249,2.29,1.73,Allocated,5,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,09:50 PM,-27.46849,153.00298,21:50:00,2026-04-18 21:50:00
BK04180359,CUST100359,CityLoop Taxi Service,CAB206,DRV240359,Kia Carnival,Maxi Taxi,7,Black,West End staging area,-27.491221,153.011217,2.75,2.22,Allocated,8,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:15 PM,-27.47197,153.0051,22:15:00,2026-04-18 22:15:00
BK04180360,CUST100360,RiverCity Taxi Network,CAB202,DRV240360,Skoda Superb,Sedan,4,White,Brisbane City staging area,-27.468156,153.029358,2.09,1.54,Allocated,6,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:05 PM,-27.4662,153.01391,22:05:00,2026-04-18 22:05:00
BK04180361,CUST100361,EventLink Rides,CAB204,DRV240361,Toyota Camry Hybrid,Sedan,4,Silver,Bardon Edge staging area,-27.459126,152.993382,1.69,1.94,Allocated,5,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:55 PM,-27.46672,153.01109,22:55:00,2026-04-18 22:55:00
BK04180362,CUST100362,NightMove Cabs,CAB205,DRV240362,Skoda Superb,Sedan,4,White,Bardon Edge staging area,-27.46563,152.995663,1.25,1.53,Allocated,6,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:50 PM,-27.46672,153.01109,22:50:00,2026-04-18 22:50:00
BK04180363,CUST100363,CityLoop Taxi Service,CAB206,DRV240363,Hyundai Staria,Maxi Taxi,7,Black,West End staging area,-27.479484,153.008793,1.43,0.91,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:40 PM,-27.47197,153.0051,22:40:00,2026-04-18 22:40:00
BK04180364,CUST100364,EventLink Rides,CAB204,DRV240364,Kia Carnival,Maxi Taxi,7,Silver,Paddington staging area,-27.464887,153.002611,0.59,0.16,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:15 PM,-27.46542,153.00412,23:15:00,2026-04-18 23:15:00
BK04180365,CUST100365,Metro Cabs Brisbane,CAB201,DRV240365,Hyundai i30 Sedan,Sedan,4,Black,Toowong staging area,-27.48863,152.986142,3.28,3.75,Allocated,14,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:05 PM,-27.4636,153.01159,22:05:00,2026-04-18 22:05:00
BK04180366,CUST100366,Metro Cabs Brisbane,CAB201,DRV240366,Toyota Kluger,SUV,6,Grey,Toowong staging area,-27.499831,152.99855,3.81,3.16,Allocated,8,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,09:40 PM,-27.47197,153.0051,21:40:00,2026-04-18 21:40:00
BK04180367,CUST100367,NightMove Cabs,CAB205,DRV240367,Skoda Superb,Sedan,4,Black,Newmarket Edge staging area,-27.428243,153.023213,4.52,4.1,Allocated,10,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:55 PM,-27.4636,153.01159,21:55:00,2026-04-18 21:55:00
BK04180368,CUST100368,CityLoop Taxi Service,CAB206,DRV240368,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Blue,Brisbane City staging area,-27.480412,153.043902,3.83,4.26,Allocated,15,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,10:15 PM,-27.46542,153.00412,22:15:00,2026-04-18 22:15:00
BK04180369,CUST100369,BlueLine Cabs,CAB203,DRV240369,Toyota RAV4 Hybrid,SUV,4,Black,Red Hill staging area,-27.452758,153.006685,1.55,1.35,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:50 PM,-27.4649,153.00591,21:50:00,2026-04-18 21:50:00
BK04180370,CUST100370,NightMove Cabs,CAB205,DRV240370,Toyota Camry Hybrid,Sedan,4,Grey,Paddington staging area,-27.45751,153.001279,1.23,0.92,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,11:25 PM,-27.46542,153.00412,23:25:00,2026-04-18 23:25:00
BK04180371,CUST100371,BlueLine Cabs,CAB203,DRV240371,Hyundai Staria,Maxi Taxi,7,White,Herston staging area,-27.447976,153.0382,3.61,3.15,Allocated,9,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,09:50 PM,-27.4636,153.01159,21:50:00,2026-04-18 21:50:00
BK04180372,CUST100372,CityLoop Taxi Service,CAB206,DRV240372,Kia Carnival,Maxi Taxi,7,Grey,Brisbane City staging area,-27.46549,153.029785,2.13,1.71,Allocated,4,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,09:30 PM,-27.4657,153.0125,21:30:00,2026-04-18 21:30:00
BK04180373,CUST100373,CityLoop Taxi Service,CAB206,DRV240373,Toyota Camry Hybrid,Sedan,4,Silver,Herston staging area,-27.449771,153.025593,2.54,2.19,Allocated,7,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,10:40 PM,-27.4657,153.0125,22:40:00,2026-04-18 22:40:00
BK04180374,CUST100374,Metro Cabs Brisbane,CAB201,DRV240374,Hyundai i30 Sedan,Sedan,4,Black,Brisbane City staging area,-27.468386,153.04026,3.16,2.88,Allocated,10,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,09:15 PM,-27.46672,153.01109,21:15:00,2026-04-18 21:15:00
BK04180375,CUST100375,RiverCity Taxi Network,CAB202,DRV240375,Toyota Camry Hybrid,Sedan,4,Blue,Bardon Edge staging area,-27.460362,152.993018,1.66,1.37,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:30 PM,-27.4649,153.00591,22:30:00,2026-04-18 22:30:00
BK04180376,CUST100376,CityLoop Taxi Service,CAB206,DRV240376,Skoda Superb,Sedan,4,Silver,Petrie Terrace staging area,-27.462664,153.00825,0.44,0.35,Allocated,3,Same side / adjacent side,2026-04-18,Caxton St Pickup Point,10:45 PM,-27.4636,153.01159,22:45:00,2026-04-18 22:45:00
BK04180377,CUST100377,EventLink Rides,CAB204,DRV240377,Hyundai Staria,Maxi Taxi,7,White,Auchenflower staging area,-27.472533,152.99591,1.38,1.8,Allocated,5,Opposite side of stadium precinct,2026-04-18,Petrie Tce Pickup Point,10:30 PM,-27.4657,153.0125,22:30:00,2026-04-18 22:30:00
BK04180378,CUST100378,Metro Cabs Brisbane,CAB201,DRV240378,Toyota Corolla Hybrid,Sedan,4,Silver,West End staging area,-27.477347,153.009419,1.2,0.73,Allocated,3,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,11:15 PM,-27.47197,153.0051,23:15:00,2026-04-18 23:15:00
BK04180379,CUST100379,CityLoop Taxi Service,CAB206,DRV240379,Toyota RAV4 Hybrid,SUV,4,Blue,Paddington staging area,-27.465078,153.000957,0.74,0.49,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:00 PM,-27.4649,153.00591,23:00:00,2026-04-18 23:00:00
BK04180380,CUST100380,Metro Cabs Brisbane,CAB201,DRV240380,Hyundai i30 Sedan,Sedan,4,Blue,Toowong staging area,-27.504022,153.007212,4.16,3.57,Allocated,11,Same side / adjacent side,2026-04-18,Park Rd Pickup Zone,10:25 PM,-27.47197,153.0051,22:25:00,2026-04-18 22:25:00
BK04180381,CUST100381,NightMove Cabs,CAB205,DRV240381,Toyota Camry Hybrid,Sedan,4,Grey,Brisbane City staging area,-27.462931,153.046342,3.78,3.5,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,11:30 PM,-27.46672,153.01109,23:30:00,2026-04-18 23:30:00
BK04180382,CUST100382,RiverCity Taxi Network,CAB202,DRV240382,Toyota Camry Hybrid,Sedan,4,Silver,Toowong staging area,-27.488712,152.982557,3.53,3.02,Allocated,8,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,11:25 PM,-27.46849,153.00298,23:25:00,2026-04-18 23:25:00
BK04180383,CUST100383,BlueLine Cabs,CAB203,DRV240383,Toyota RAV4 Hybrid,SUV,4,White,Brisbane City staging area,-27.464471,153.044644,3.6,3.04,Allocated,11,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:00 PM,-27.4662,153.01391,22:00:00,2026-04-18 22:00:00
BK04180384,CUST100384,Metro Cabs Brisbane,CAB201,DRV240384,Toyota Kluger,SUV,6,Grey,Brisbane City staging area,-27.466725,153.028274,1.97,1.42,Allocated,4,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,11:10 PM,-27.4662,153.01391,23:10:00,2026-04-18 23:10:00
BK04180385,CUST100385,BlueLine Cabs,CAB203,DRV240385,Kia Sorento,SUV,6,Silver,Spring Hill staging area,-27.46122,153.030294,2.25,2.48,Allocated,7,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,09:50 PM,-27.46817,153.00639,21:50:00,2026-04-18 21:50:00
BK04180386,CUST100386,Metro Cabs Brisbane,CAB201,DRV240386,Toyota Camry Hybrid,Sedan,4,Silver,Toowong staging area,-27.490818,152.998492,2.86,3.16,Allocated,11,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,10:05 PM,-27.46392,153.00872,22:05:00,2026-04-18 22:05:00
BK04180387,CUST100387,Metro Cabs Brisbane,CAB201,DRV240387,Toyota Corolla Hybrid,Sedan,4,White,Paddington staging area,-27.457347,153.000827,1.27,0.95,Allocated,3,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:10 PM,-27.46542,153.00412,22:10:00,2026-04-18 22:10:00
BK04180388,CUST100388,NightMove Cabs,CAB205,DRV240388,Kia Carnival,Maxi Taxi,7,Blue,Toowong staging area,-27.483774,152.986575,2.87,3.33,Allocated,10,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,11:30 PM,-27.4636,153.01159,23:30:00,2026-04-18 23:30:00
BK04180389,CUST100389,NightMove Cabs,CAB205,DRV240389,Skoda Superb,Sedan,4,Blue,West End staging area,-27.476469,153.004167,1.17,1.47,Allocated,4,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,11:55 PM,-27.46392,153.00872,23:55:00,2026-04-18 23:55:00
BK04180390,CUST100390,BlueLine Cabs,CAB203,DRV240390,Kia Sorento,SUV,6,Black,Spring Hill staging area,-27.460057,153.018804,1.27,0.84,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:05 PM,-27.4662,153.01391,22:05:00,2026-04-18 22:05:00
BK04180391,CUST100391,CityLoop Taxi Service,CAB206,DRV240391,Toyota RAV4 Hybrid,SUV,4,Blue,Bardon Edge staging area,-27.467458,152.985599,2.24,1.72,Allocated,5,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:15 PM,-27.46849,153.00298,22:15:00,2026-04-18 22:15:00
BK04180392,CUST100392,CityLoop Taxi Service,CAB206,DRV240392,Toyota Camry Hybrid,Sedan,4,Silver,Newmarket Edge staging area,-27.44333,152.99166,3.07,2.84,Allocated,8,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:30 PM,-27.46392,153.00872,22:30:00,2026-04-18 22:30:00
BK04180393,CUST100393,EventLink Rides,CAB204,DRV240393,Hyundai Staria,Maxi Taxi,7,Black,Paddington staging area,-27.461683,153.004484,0.67,0.38,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:25 PM,-27.4649,153.00591,22:25:00,2026-04-18 22:25:00
BK04180394,CUST100394,RiverCity Taxi Network,CAB202,DRV240394,Skoda Superb,Sedan,4,Black,Bardon Edge staging area,-27.467989,152.986005,2.2,2.48,Allocated,8,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,09:50 PM,-27.46672,153.01109,21:50:00,2026-04-18 21:50:00
BK04180395,CUST100395,EventLink Rides,CAB204,DRV240395,Kia Carnival,Maxi Taxi,7,White,Newmarket Edge staging area,-27.436961,153.004154,3.32,3.11,Allocated,9,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:15 PM,-27.4649,153.00591,23:15:00,2026-04-18 23:15:00
BK04180396,CUST100396,CityLoop Taxi Service,CAB206,DRV240396,Toyota Kluger,SUV,6,White,Bardon Edge staging area,-27.465234,152.963621,4.41,4.96,Allocated,16,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,10:05 PM,-27.4662,153.01391,22:05:00,2026-04-18 22:05:00
BK04180397,CUST100397,Metro Cabs Brisbane,CAB201,DRV240397,Toyota Camry Hybrid,Sedan,4,Black,Herston staging area,-27.446863,153.0221,2.59,2.31,Allocated,6,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:45 PM,-27.46392,153.00872,22:45:00,2026-04-18 22:45:00
BK04180398,CUST100398,EventLink Rides,CAB204,DRV240398,Hyundai Staria,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.469679,152.967327,4.05,3.84,Allocated,14,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:05 PM,-27.4649,153.00591,22:05:00,2026-04-18 22:05:00
BK04180399,CUST100399,BlueLine Cabs,CAB203,DRV240399,Hyundai i30 Sedan,Sedan,4,Blue,Spring Hill staging area,-27.45288,153.030862,2.7,3.25,Allocated,9,Opposite side of stadium precinct,2026-04-18,Baroona Rd Pickup Point,09:50 PM,-27.46849,153.00298,21:50:00,2026-04-18 21:50:00
BK04180400,CUST100400,Metro Cabs Brisbane,CAB201,DRV240400,Toyota Kluger,SUV,6,Black,Spring Hill staging area,-27.451438,153.038776,3.45,3.22,Allocated,11,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:25 PM,-27.46672,153.01109,22:25:00,2026-04-18 22:25:00
BK04180401,CUST100401,BlueLine Cabs,CAB203,DRV240401,Hyundai i30 Sedan,Sedan,4,Grey,Bardon Edge staging area,-27.456182,152.98634,2.46,2.16,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:35 PM,-27.4649,153.00591,22:35:00,2026-04-18 22:35:00
BK04180402,CUST100402,CityLoop Taxi Service,CAB206,DRV240402,Toyota RAV4 Hybrid,SUV,4,White,Herston staging area,-27.445139,153.034038,3.49,3.26,Allocated,11,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:00 PM,-27.46392,153.00872,22:00:00,2026-04-18 22:00:00
BK04180403,CUST100403,CityLoop Taxi Service,CAB206,DRV240403,Hyundai i30 Sedan,Sedan,4,Grey,Brisbane City staging area,-27.46846,153.050629,4.18,3.63,Allocated,11,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,10:05 PM,-27.4662,153.01391,22:05:00,2026-04-18 22:05:00
BK04180404,CUST100404,EventLink Rides,CAB204,DRV240404,Hyundai Staria,Maxi Taxi,7,Black,Red Hill staging area,-27.455392,153.005483,1.28,1.0,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:35 PM,-27.46392,153.00872,22:35:00,2026-04-18 22:35:00
BK04180405,CUST100405,BlueLine Cabs,CAB203,DRV240405,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,White,Paddington staging area,-27.456802,153.00378,1.18,0.92,Allocated,3,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,10:50 PM,-27.4649,153.00591,22:50:00,2026-04-18 22:50:00
BK04180406,CUST100406,EventLink Rides,CAB204,DRV240406,Toyota Kluger,SUV,6,Grey,Petrie Terrace staging area,-27.46277,153.013298,0.66,0.39,Allocated,3,Same side / adjacent side,2026-04-18,Upper Roma St Pickup Zone,09:50 PM,-27.4662,153.01391,21:50:00,2026-04-18 21:50:00
BK04180407,CUST100407,CityLoop Taxi Service,CAB206,DRV240407,Toyota RAV4 Hybrid,SUV,4,Black,Bardon Edge staging area,-27.457701,152.97751,3.19,2.78,Allocated,9,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:50 PM,-27.46849,153.00298,22:50:00,2026-04-18 22:50:00
BK04180408,CUST100408,BlueLine Cabs,CAB203,DRV240408,Hyundai i30 Sedan,Sedan,4,Grey,Bardon Edge staging area,-27.449213,152.993982,2.4,2.1,Allocated,7,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:30 PM,-27.4649,153.00591,23:30:00,2026-04-18 23:30:00
BK04180409,CUST100409,EventLink Rides,CAB204,DRV240409,Hyundai Staria,Maxi Taxi,7,Grey,Brisbane City staging area,-27.478404,153.048742,4.2,3.84,Allocated,11,Same side / adjacent side,2026-04-18,Petrie Tce Pickup Point,11:15 PM,-27.4657,153.0125,23:15:00,2026-04-18 23:15:00
BK04180410,CUST100410,Metro Cabs Brisbane,CAB201,DRV240410,Toyota Camry Hybrid,Sedan,4,White,Paddington staging area,-27.457861,152.997783,1.42,1.12,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:45 PM,-27.4649,153.00591,23:45:00,2026-04-18 23:45:00
BK04180411,CUST100411,Metro Cabs Brisbane,CAB201,DRV240411,Hyundai i30 Sedan,Sedan,4,Blue,Newmarket Edge staging area,-27.433289,153.013325,3.74,3.44,Allocated,11,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:40 PM,-27.46392,153.00872,22:40:00,2026-04-18 22:40:00
BK04180412,CUST100412,NightMove Cabs,CAB205,DRV240412,Hyundai Staria,Maxi Taxi,7,Silver,Bardon Edge staging area,-27.465077,152.988638,1.94,1.7,Allocated,4,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,11:10 PM,-27.4649,153.00591,23:10:00,2026-04-18 23:10:00
BK04180413,CUST100413,BlueLine Cabs,CAB203,DRV240413,Toyota RAV4 Hybrid,SUV,4,White,Red Hill staging area,-27.457604,153.009131,1.01,0.7,Allocated,3,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:40 PM,-27.46392,153.00872,22:40:00,2026-04-18 22:40:00
BK04180414,CUST100414,CityLoop Taxi Service,CAB206,DRV240414,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Silver,Auchenflower staging area,-27.47396,152.989952,1.98,1.74,Allocated,4,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:30 PM,-27.46817,153.00639,23:30:00,2026-04-18 23:30:00
BK04180415,CUST100415,EventLink Rides,CAB204,DRV240415,Toyota Kluger,SUV,6,White,Bardon Edge staging area,-27.464781,152.975423,3.25,2.83,Allocated,7,Same side / adjacent side,2026-04-18,Heussler Tce Pickup Bay,10:00 PM,-27.46542,153.00412,22:00:00,2026-04-18 22:00:00
BK04180416,CUST100416,RiverCity Taxi Network,CAB202,DRV240416,Skoda Superb,Sedan,4,Silver,Newmarket Edge staging area,-27.444848,153.009623,2.43,2.12,Allocated,5,Same side / adjacent side,2026-04-18,Castlemaine St Pickup Zone,10:05 PM,-27.46392,153.00872,22:05:00,2026-04-18 22:05:00
BK04180417,CUST100417,Metro Cabs Brisbane,CAB201,DRV240417,Toyota HiAce Commuter,Wheelchair / Maxi Taxi,10,Grey,Newmarket Edge staging area,-27.426834,153.025041,4.73,4.95,Allocated,14,Opposite side of stadium precinct,2026-04-18,Cribb St Pickup Bay,09:05 PM,-27.46817,153.00639,21:05:00,2026-04-18 21:05:00
BK04180418,CUST100418,RiverCity Taxi Network,CAB202,DRV240418,Skoda Superb,Sedan,4,Grey,Herston staging area,-27.449422,153.022874,2.4,3.06,Allocated,11,Opposite side of stadium precinct,2026-04-18,Park Rd Pickup Zone,09:55 PM,-27.47197,153.0051,21:55:00,2026-04-18 21:55:00
BK04180419,CUST100419,NightMove Cabs,CAB205,DRV240419,Toyota Camry Hybrid,Sedan,4,White,Brisbane City staging area,-27.48649,153.045393,4.28,4.7,Allocated,14,Opposite side of stadium precinct,2026-04-18,Heussler Tce Pickup Bay,11:45 PM,-27.46542,153.00412,23:45:00,2026-04-18 23:45:00
BK04180420,CUST100420,CityLoop Taxi Service,CAB206,DRV240420,Hyundai Staria,Maxi Taxi,7,Silver,Milton staging area,-27.468244,153.004391,0.42,0.2,Allocated,3,Same side / adjacent side,2026-04-18,Cribb St Pickup Bay,11:40 PM,-27.46817,153.00639,23:40:00,2026-04-18 23:40:00
BK04180421,CUST100421,BlueLine Cabs,CAB203,DRV240421,Toyota Corolla Hybrid,Sedan,4,Black,Toowong staging area,-27.479684,152.965761,4.44,4.86,Allocated,16,Opposite side of stadium precinct,2026-04-18,Caxton St Pickup Point,10:35 PM,-27.4636,153.01159,22:35:00,2026-04-18 22:35:00
BK04180422,CUST100422,EventLink Rides,CAB204,DRV240422,Toyota Camry Hybrid,Sedan,4,Silver,Bardon Edge staging area,-27.462453,152.989513,1.91,1.64,Allocated,6,Same side / adjacent side,2026-04-18,Given Tce Pickup Point,09:10 PM,-27.4649,153.00591,21:10:00,2026-04-18 21:10:00
BK04180423,CUST100423,BlueLine Cabs,CAB203,DRV240423,Kia Sorento,SUV,6,Silver,Brisbane City staging area,-27.470379,153.039617,3.12,2.84,Allocated,8,Same side / adjacent side,2026-04-18,Milton Rd Pickup Bay,10:10 PM,-27.46672,153.01109,22:10:00,2026-04-18 22:10:00
BK04180424,CUST100424,CityLoop Taxi Service,CAB206,DRV240424,Hyundai Staria,Maxi Taxi,7,Black,Toowong staging area,-27.483084,152.999115,2.04,2.33,Allocated,8,Opposite side of stadium precinct,2026-04-18,Castlemaine St Pickup Zone,11:05 PM,-27.46392,153.00872,23:05:00,2026-04-18 23:05:00
BK04180425,CUST100425,BlueLine Cabs,CAB203,DRV240425,Kia Sorento,SUV,6,White,Bardon Edge staging area,-27.45834,152.984932,2.48,2.99,Allocated,10,Opposite side of stadium precinct,2026-04-18,Upper Roma St Pickup Zone,11:35 PM,-27.4662,153.01391,23:35:00,2026-04-18 23:35:00
BK04180426,CUST100426,NightMove Cabs,CAB205,DRV240426,Skoda Superb,Sedan,4,Black,Toowong staging area,-27.485154,152.986764,2.96,2.45,Allocated,7,Same side / adjacent side,2026-04-18,Baroona Rd Pickup Point,10:45 PM,-27.46849,153.00298,22:45:00,2026-04-18 22:45:00
BK04180427,CUST100427,CityLoop Taxi Service,CAB206,DRV240427,Skoda Superb,Sedan,4,White,Auchenflower staging area,-27.469512,152.994915,1.36,1.63,Allocated,5,Opposite side of stadium precinct,2026-04-18,Milton Rd Pickup Bay,10:40 PM,-27.46672,153.01109,22:40:00,2026-04-18 22:40:00
